SD_ID,BRANCH,F_ID,F_NAME,GPA,ENTRY-GPA,STATUS,ADMITACADYEAR,ACADYEAR,SEMESTER,STUDENTSTATUS.STUDENTSTATUS,S_NAME,S_TYPE,PID,P_NAME,R_NAME,OUTLAY,ENTRYNAME,CHOICENAME,,,,
66244,DCA,22,INFO,2.54,2.44,40,2559,2562,2,40,เมืองสุราษฎร์ธานี,โรงเรียนทั่วไป,84,สุราษฎร์ธานี,ภาคใต้,BDA,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"12,500-25,000 บาทต่อเดือน",,,,
66245,DCA,22,INFO,2.87,2.17,40,2559,2562,2,40,สตรีภูเก็ต,โรงเรียนมีชื่อเสียง,83,ภูเก็ต,ภาคใต้,BDA,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"12,500-25,000 บาทต่อเดือน",,,,
66259,DCA,22,INFO,2.41,2.97,40,2559,2562,3,40,เคียนซาพิทยาคม,โรงเรียนทั่วไป,84,สุราษฎร์ธานี,ภาคใต้,BDA,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"12,500-25,000 บาทต่อเดือน",,,,
66268,DCA,22,INFO,2.19,2.28,40,2559,2563,2,40,กัลยาณีศรีธรรมราช,โรงเรียนมีชื่อเสียง,80,นครศรีธรรมราช,ภาคใต้,BDA,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"น้อยกว่า 12,500 บาทต่อเดือน",,,,
66278,MTA,22,INFO,2.45,2.54,40,2559,2562,2,40,"สะเดา ""ขรรค์ชัยกัมพลานนท์อนุสรณ์""",โรงเรียนทั่วไป,90,สงขลา,ภาคใต้,BDA,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"12,500-25,000 บาทต่อเดือน",,,,
66283,IT,22,INFO,3.24,2.63,40,2559,2562,3,40,โยธินบำรุง,โรงเรียนทั่วไป,80,นครศรีธรรมราช,ภาคใต้,BDA,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"12,500-25,000 บาทต่อเดือน",,,,
66284,MTA,22,INFO,2,2.17,40,2559,2563,1,40,หาดใหญ่วิทยาลัยสมบูรณ์กุลกันยา,โรงเรียนมีชื่อเสียง,90,สงขลา,ภาคใต้,BDA,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"น้อยกว่า 12,500 บาทต่อเดือน",,,,
66285,MTA,22,INFO,3.42,2.65,40,2559,2562,3,40,สตรีพัทลุง,โรงเรียนมีชื่อเสียง,93,พัทลุง,ภาคใต้,BDA,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"น้อยกว่า 12,500 บาทต่อเดือน",,,,
66299,MTA,22,INFO,2.72,3.33,40,2559,2562,2,40,ประทีปศาสน์,โรงเรียนทั่วไป,80,นครศรีธรรมราช,ภาคใต้,BDA,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"12,500-25,000 บาทต่อเดือน",,,,
66300,DCA,22,INFO,2.54,2.97,40,2559,2562,3,40,หาดใหญ่วิทยาลัย,โรงเรียนมีชื่อเสียง,90,สงขลา,ภาคใต้,BDA,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"มากกว่า 25,000 บาทต่อเดือน",,,,
66301,DCM,22,INFO,2.47,2.66,40,2559,2562,3,40,หาดใหญ่วิทยาลัย,โรงเรียนมีชื่อเสียง,90,สงขลา,ภาคใต้,BDA,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"12,500-25,000 บาทต่อเดือน",,,,
66306,MTA,22,INFO,3.11,3.11,40,2559,2562,3,40,สตรีภูเก็ต,โรงเรียนมีชื่อเสียง,83,ภูเก็ต,ภาคใต้,BDA,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"น้อยกว่า 12,500 บาทต่อเดือน",,,,
66324,DCM,22,INFO,2.89,2.22,40,2559,2562,3,40,หาดใหญ่วิทยาลัย,โรงเรียนมีชื่อเสียง,90,สงขลา,ภาคใต้,BDA,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"มากกว่า 25,000 บาทต่อเดือน",,,,
66332,DCM,22,INFO,2.62,2.95,40,2559,2563,1,40,เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ ภูเก็ต,โรงเรียนมีชื่อเสียง,83,ภูเก็ต,ภาคใต้,BDA,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"12,500-25,000 บาทต่อเดือน",,,,
66343,MTA,22,INFO,2.26,2.49,40,2559,2562,3,40,หาดใหญ่เจริญราษฎร์พิทยา,โรงเรียนทั่วไป,90,สงขลา,ภาคใต้,BDA,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"มากกว่า 25,000 บาทต่อเดือน",,,,
66377,DCA,22,INFO,2.09,2.1,40,2559,2562,3,40,หาดใหญ่พิทยาคม,โรงเรียนทั่วไป,90,สงขลา,ภาคใต้,BDA,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"น้อยกว่า 12,500 บาทต่อเดือน",,,,
66388,DCA,22,INFO,2.24,2.73,40,2559,2562,2,40,สุคิรินวิทยา,โรงเรียนทั่วไป,96,นราธิวาส,ภาคใต้,BDA,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"12,500-25,000 บาทต่อเดือน",,,,
66417,DCA,22,INFO,2.17,2.23,40,2559,2563,1,40,ส่งเสริมศาสนาวิทยามูลนิธิ,โรงเรียนทั่วไป,90,สงขลา,ภาคใต้,BDA,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"12,500-25,000 บาทต่อเดือน",,,,
66420,DCA,22,INFO,2.32,2.3,40,2559,2562,2,40,พรหมคีรีพิทยาคม,โรงเรียนทั่วไป,80,นครศรีธรรมราช,ภาคใต้,BDA,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"12,500-25,000 บาทต่อเดือน",,,,
66458,MTA,22,INFO,2.64,2.67,40,2559,2563,1,40,หาดใหญ่วิทยาลัยสมบูรณ์กุลกันยา,โรงเรียนมีชื่อเสียง,90,สงขลา,ภาคใต้,BDA,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"12,500-25,000 บาทต่อเดือน",,,,
66469,MTA,22,INFO,2.59,2.64,40,2559,2562,3,40,สระแก้วรัตนวิทย์,โรงเรียนทั่วไป,80,นครศรีธรรมราช,ภาคใต้,BDA,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"น้อยกว่า 12,500 บาทต่อเดือน",,,,
66498,MTA,22,INFO,2.64,2.3,40,2559,2562,3,40,วรนารีเฉลิม จังหวัดสงขลา,โรงเรียนมีชื่อเสียง,90,สงขลา,ภาคใต้,BDA,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"น้อยกว่า 12,500 บาทต่อเดือน",,,,
66504,MTA,22,INFO,2.37,3.19,40,2559,2562,3,40,คลองท่อมราษฎร์รังสรรค์,โรงเรียนทั่วไป,81,กระบี่,ภาคใต้,BDA,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"12,500-25,000 บาทต่อเดือน",,,,
66528,IT,22,INFO,3.14,2.88,40,2559,2562,3,40,กัลยาณีศรีธรรมราช,โรงเรียนมีชื่อเสียง,80,นครศรีธรรมราช,ภาคใต้,BDA,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"มากกว่า 25,000 บาทต่อเดือน",,,,
66533,DCA,22,INFO,2.24,2.17,40,2559,2563,1,40,สตรีภูเก็ต,โรงเรียนมีชื่อเสียง,83,ภูเก็ต,ภาคใต้,BDA,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"น้อยกว่า 12,500 บาทต่อเดือน",,,,
66539,DCA,22,INFO,2.67,2.42,40,2559,2562,3,40,ศรีธรรมราชศึกษา,โรงเรียนทั่วไป,80,นครศรีธรรมราช,ภาคใต้,BDA,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"มากกว่า 25,000 บาทต่อเดือน",,,,
66544,MTA,22,INFO,2.55,2.41,40,2559,2562,3,40,หาดใหญ่วิทยาลัย,โรงเรียนมีชื่อเสียง,90,สงขลา,ภาคใต้,BDA,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"12,500-25,000 บาทต่อเดือน",,,,
66584,DCA,22,INFO,2.03,1.96,40,2559,2563,2,40,เดชะปัตตนยานุกูล,โรงเรียนทั่วไป,94,ปัตตานี,ภาคใต้,BDA,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"12,500-25,000 บาทต่อเดือน",,,,
66670,MTA,22,INFO,2.33,2.78,40,2559,2562,3,40,ระโนดวิทยา,โรงเรียนทั่วไป,90,สงขลา,ภาคใต้,BDA,ผู้มีความสามารถด้านกิจกรรมนักศึกษา,"น้อยกว่า 12,500 บาทต่อเดือน",,,,
66732,DCM,22,INFO,3.35,3.31,40,2559,2562,3,40,วิทยาลัยอาชีวศึกษานครศรีธรรมราช,โรงเรียนทั่วไป,80,นครศรีธรรมราช,ภาคใต้,BDA,รับตรง,"น้อยกว่า 12,500 บาทต่อเดือน",,,,
66782,DCA,22,INFO,2.23,2.97,40,2559,2562,2,40,บ้านแป้นพิทยาคม,โรงเรียนทั่วไป,51,ลำพูน,ภาคเหนือ,BDA,รับตรง,"น้อยกว่า 12,500 บาทต่อเดือน",,,,
66789,DCM,22,INFO,2.42,3.64,40,2559,2562,3,40,วิทยาลัยอาชีวศึกษาปัตตานี,โรงเรียนทั่วไป,94,ปัตตานี,ภาคใต้,BDA,รับตรง,"มากกว่า 25,000 บาทต่อเดือน",,,,
66800,IT,22,INFO,2.53,2.52,40,2559,2562,3,40,มูลนิธิอาซิซสถาน,โรงเรียนทั่วไป,94,ปัตตานี,ภาคใต้,BDA,รับตรง,"น้อยกว่า 12,500 บาทต่อเดือน",,,,
66817,IT,22,INFO,2.43,2.35,40,2559,2562,3,40,บ้านนาสาร,โรงเรียนทั่วไป,84,สุราษฎร์ธานี,ภาคใต้,BDA,รับตรง,"12,500-25,000 บาทต่อเดือน",,,,
66825,IT,22,INFO,2.76,2.22,40,2559,2562,3,40,ร่อนพิบูลย์เกียรติวสุนธราภิวัฒก์,โรงเรียนทั่วไป,80,นครศรีธรรมราช,ภาคใต้,BDA,รับตรง,"12,500-25,000 บาทต่อเดือน",,,,
66826,MTA,22,INFO,2.1,2.46,40,2559,2562,3,40,เตรียมอุดมศึกษาพัฒนาการ สุราษฎร์ธานี,โรงเรียนทั่วไป,84,สุราษฎร์ธานี,ภาคใต้,BDA,รับตรง,"น้อยกว่า 12,500 บาทต่อเดือน",,,,
66845,MTA,22,INFO,2.6,3.59,40,2559,2562,3,40,วิทยาลัยอาชีวศึกษาสุราษฎร์ธานี,โรงเรียนทั่วไป,84,สุราษฎร์ธานี,ภาคใต้,BDA,รับตรง,"มากกว่า 25,000 บาทต่อเดือน",,,,
66848,MTA,22,INFO,2.73,2.66,40,2559,2562,3,40,วิทยาลัยอาชีวะศึกษาภูเก็ต,โรงเรียนทั่วไป,83,ภูเก็ต,ภาคใต้,BDA,รับตรง,"น้อยกว่า 12,500 บาทต่อเดือน",,,,
66864,MTA,22,INFO,2.5,2.74,40,2559,2562,3,40,"ตะกั่วป่า""เสนานุกูล""",โรงเรียนมีชื่อเสียง,82,พังงา,ภาคใต้,BDA,รับตรง,"12,500-25,000 บาทต่อเดือน",,,,
66867,DCA,22,INFO,2.9,2.88,40,2559,2562,2,40,ศูนย์การศึกษานอกโรงเรียนจังหวัดปัตตานี,โรงเรียนทั่วไป,94,ปัตตานี,ภาคใต้,BDA,รับตรง,"น้อยกว่า 12,500 บาทต่อเดือน",,,,
66875,MTA,22,INFO,2.58,2.46,40,2559,2562,3,40,วิทยาลัยอาชีวะศึกษาภูเก็ต,โรงเรียนทั่วไป,83,ภูเก็ต,ภาคใต้,BDA,รับตรง,"น้อยกว่า 12,500 บาทต่อเดือน",,,,
66882,MTA,22,INFO,3.21,3.14,40,2559,2562,3,40,วิทยาลัยอาชีวะศึกษาภูเก็ต,โรงเรียนทั่วไป,83,ภูเก็ต,ภาคใต้,BDA,รับตรง,"12,500-25,000 บาทต่อเดือน",,,,
66886,DCM,22,INFO,2.8,2.89,40,2559,2562,3,40,มุสลิมสันติธรรมมูลนิธิ,โรงเรียนทั่วไป,80,นครศรีธรรมราช,ภาคใต้,BDA,รับตรง,"น้อยกว่า 12,500 บาทต่อเดือน",,,,
66894,DCA,22,INFO,2.51,2.56,40,2559,2562,3,40,วิทยาลัยอาชีวะศึกษาภูเก็ต,โรงเรียนทั่วไป,83,ภูเก็ต,ภาคใต้,BDA,รับตรง,"12,500-25,000 บาทต่อเดือน",,,,
66912,DCA,22,INFO,2.63,2.88,40,2559,2562,2,40,ปากพูน,โรงเรียนทั่วไป,80,นครศรีธรรมราช,ภาคใต้,BDA,รับตรง,"น้อยกว่า 12,500 บาทต่อเดือน",,,,
66925,MTA,22,INFO,2.3,2.91,40,2559,2563,1,40,วิเชียรมาตุ,โรงเรียนมีชื่อเสียง,92,ตรัง,ภาคใต้,BDA,รับตรง,"น้อยกว่า 12,500 บาทต่อเดือน",,,,
66927,DCA,22,INFO,2.43,3.49,40,2559,2562,3,40,เทศบาล 5,โรงเรียนทั่วไป,84,สุราษฎร์ธานี,ภาคใต้,BDA,รับตรง,"มากกว่า 25,000 บาทต่อเดือน",,,,
66946,MTA,22,INFO,2.22,3.23,40,2559,2562,2,40,วิทยาลัยอาชีวศึกษาสุราษฎร์ธานี,โรงเรียนทั่วไป,84,สุราษฎร์ธานี,ภาคใต้,BDA,รับตรง,"มากกว่า 25,000 บาทต่อเดือน",,,,
66952,MTA,22,INFO,2.73,3.43,40,2559,2562,3,40,วิทยาลัยอาชีวศึกษาปัตตานี,โรงเรียนทั่วไป,94,ปัตตานี,ภาคใต้,BDA,รับตรง,"น้อยกว่า 12,500 บาทต่อเดือน",,,,
66953,MTA,22,INFO,2.31,2.16,40,2559,2562,3,40,พิมานพิทยาสรรค์,โรงเรียนมีชื่อเสียง,91,สตูล,ภาคใต้,BDA,รับตรง,ไม่มีรายได้,,,,
66969,DCM,22,INFO,2.02,2.14,40,2559,2563,1,40,วิทยาลัยศิลปหัตถกรรมนครศรีธรรมราช,โรงเรียนทั่วไป,80,นครศรีธรรมราช,ภาคใต้,BDA,รับตรง,"น้อยกว่า 12,500 บาทต่อเดือน",,,,
66989,MTA,22,INFO,3.1,3.58,40,2559,2563,1,40,เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ ภูเก็ต,โรงเรียนมีชื่อเสียง,83,ภูเก็ต,ภาคใต้,BDA,รับตรง,"มากกว่า 25,000 บาทต่อเดือน",,,,
66994,DCM,22,INFO,2.45,1.57,40,2559,2562,3,40,วิทยาลัยอาชีวศึกษานครศรีธรรมราช,โรงเรียนทั่วไป,80,นครศรีธรรมราช,ภาคใต้,BDA,รับตรง,"12,500-25,000 บาทต่อเดือน",,,,
66999,MTA,22,INFO,2.16,3.1,40,2559,2562,3,40,ศูนย์บริการการศึกษานอกโรงเรียนอำเภอระโนด,โรงเรียนทั่วไป,90,สงขลา,ภาคใต้,BDA,รับตรง,"12,500-25,000 บาทต่อเดือน",,,,
67029,MTA,22,INFO,2.87,3.17,40,2559,2562,3,40,ธิดาแม่พระ,โรงเรียนมีชื่อเสียง,84,สุราษฎร์ธานี,ภาคใต้,BDA,รับตรง,"มากกว่า 25,000 บาทต่อเดือน",,,,
67035,MTA,22,INFO,3.33,3.56,40,2559,2562,2,40,วิทยาลัยศิลปหัตถกรรมนครศรีธรรมราช,โรงเรียนทั่วไป,80,นครศรีธรรมราช,ภาคใต้,BDA,รับตรง,"12,500-25,000 บาทต่อเดือน",,,,
67051,DCM,22,INFO,2.89,2.48,40,2559,2562,3,40,บริหารธุรกิจวิทยา,โรงเรียนทั่วไป,90,สงขลา,ภาคใต้,BDA,รับตรง,"12,500-25,000 บาทต่อเดือน",,,,
67052,DCA,22,INFO,3.28,3.13,40,2559,2562,3,40,สตรีราชินูทิศ,โรงเรียนมีชื่อเสียง,41,อุดราธานี,ภาคตะวันออกเฉียงเหนือ,BDA,รับตรง,"มากกว่า 25,000 บาทต่อเดือน",,,,
67059,IT,22,INFO,2.87,2.25,40,2559,2562,3,40,ฉวางรัชดาภิเษก,โรงเรียนทั่วไป,80,นครศรีธรรมราช,ภาคใต้,BDA,รับตรง,"12,500-25,000 บาทต่อเดือน",,,,
67064,MTA,22,INFO,2.97,2.92,40,2559,2562,3,40,ศูนย์บริการการศึกษานอกโรงเรียนอำเภอเมืองสุราษฏร์ธานี,โรงเรียนทั่วไป,84,สุราษฎร์ธานี,ภาคใต้,BDA,รับตรง,"น้อยกว่า 12,500 บาทต่อเดือน",,,,
67066,DCA,22,INFO,2.44,2.7,40,2559,2562,3,40,พะตงวิทยามูลนิธิ,โรงเรียนทั่วไป,90,สงขลา,ภาคใต้,BDA,รับตรง,"น้อยกว่า 12,500 บาทต่อเดือน",,,,
67123,MTA,22,INFO,3.27,3.58,40,2559,2562,3,40,ดอนสักผดุงวิทย์,โรงเรียนทั่วไป,84,สุราษฎร์ธานี,ภาคใต้,BDA,รับตรง,"น้อยกว่า 12,500 บาทต่อเดือน",,,,
67125,IT,22,INFO,3.59,3.6,40,2559,2562,2,40,วิทยาลัยเทคนิคพัทลุง,โรงเรียนทั่วไป,93,พัทลุง,ภาคใต้,BDA,รับตรง,"มากกว่า 25,000 บาทต่อเดือน",,,,
67151,MTA,22,INFO,3.09,2.05,40,2559,2562,2,40,ท้ายเหมืองวิทยา,โรงเรียนทั่วไป,82,พังงา,ภาคใต้,BDA,รับตรง,"12,500-25,000 บาทต่อเดือน",,,,
67205,DCM,22,INFO,3.08,2.46,40,2559,2562,3,40,เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ ภูเก็ต,โรงเรียนมีชื่อเสียง,83,ภูเก็ต,ภาคใต้,BDA,รับตรง,"มากกว่า 25,000 บาทต่อเดือน",,,,
67224,MTA,22,INFO,2.68,2.61,40,2559,2562,3,40,ฉวางรัชดาภิเษก,โรงเรียนทั่วไป,80,นครศรีธรรมราช,ภาคใต้,BDA,รับตรง,"น้อยกว่า 12,500 บาทต่อเดือน",,,,
67230,MTA,22,INFO,2.98,3.25,40,2559,2562,3,40,พะตงวิทยามูลนิธิ,โรงเรียนทั่วไป,90,สงขลา,ภาคใต้,BDA,รับตรง,"น้อยกว่า 12,500 บาทต่อเดือน",,,,
67232,IT,22,INFO,2.86,2.72,40,2559,2562,3,40,วิทยาลัยเทคนิคนครศรีธรรมราช,โรงเรียนทั่วไป,80,นครศรีธรรมราช,ภาคใต้,BDA,รับตรง,"มากกว่า 25,000 บาทต่อเดือน",,,,
67236,DCM,22,INFO,3.35,2.97,40,2559,2562,3,40,วิทยาลัยอาชีวะศึกษาภูเก็ต,โรงเรียนทั่วไป,83,ภูเก็ต,ภาคใต้,BDA,รับตรง,"12,500-25,000 บาทต่อเดือน",,,,
67513,DCA,22,INFO,2.61,3.01,40,2559,2562,2,40,นารีวุฒิ,โรงเรียนมีชื่อเสียง,70,ราชบุรี,ภาคตะวันตก,BDA,Admission,"12,500-25,000 บาทต่อเดือน",,,,
67524,DCA,22,INFO,2.11,1.63,40,2559,2563,2,40,หาดใหญ่รัฐประชาสรรค์,โรงเรียนทั่วไป,90,สงขลา,ภาคใต้,BDA,Admission,"มากกว่า 25,000 บาทต่อเดือน",,,,
67684,MTA,22,INFO,3.35,3.44,40,2559,2562,3,40,ทุ่งหนองแห้งประชาสรรค์,โรงเรียนทั่วไป,92,ตรัง,ภาคใต้,BDA,Admission,"มากกว่า 25,000 บาทต่อเดือน",,,,
67750,DCA,22,INFO,2.27,2.6,40,2559,2562,2,40,กัลยาณีศรีธรรมราช,โรงเรียนมีชื่อเสียง,80,นครศรีธรรมราช,ภาคใต้,BDA,Admission,"มากกว่า 25,000 บาทต่อเดือน",,,,
67796,DCA,22,INFO,2.28,2.25,40,2559,2562,3,40,หารเทารังสีประชาสรรค์,โรงเรียนทั่วไป,93,พัทลุง,ภาคใต้,BDA,Admission,"12,500-25,000 บาทต่อเดือน",,,,
67857,DCM,22,INFO,2.57,2.41,40,2559,2563,1,40,สตรีภูเก็ต,โรงเรียนมีชื่อเสียง,83,ภูเก็ต,ภาคใต้,BDA,รับตรง,"12,500-25,000 บาทต่อเดือน",,,,
67859,IT,22,INFO,2.08,2.15,40,2559,2562,3,40,สิชลคุณาธารวิทยา,โรงเรียนทั่วไป,80,นครศรีธรรมราช,ภาคใต้,BDA,รับตรง,"น้อยกว่า 12,500 บาทต่อเดือน",,,,
67863,MTA,22,INFO,2.3,2.37,40,2559,2562,2,40,ศรีธรรมราชศึกษา,โรงเรียนทั่วไป,80,นครศรีธรรมราช,ภาคใต้,BDA,รับตรง,"น้อยกว่า 12,500 บาทต่อเดือน",,,,
67890,DCA,22,INFO,2.32,2.75,40,2559,2562,3,40,สภาราชินี 2,โรงเรียนทั่วไป,92,ตรัง,ภาคใต้,BDA,รับตรง,"12,500-25,000 บาทต่อเดือน",,,,
67946,MTA,22,INFO,2.94,3.16,40,2559,2562,2,40,วิทยาลัยอาชีวะศึกษาภูเก็ต,โรงเรียนทั่วไป,83,ภูเก็ต,ภาคใต้,BDA,รับตรง,"12,500-25,000 บาทต่อเดือน",,,,
67958,MTA,22,INFO,2.86,2.22,40,2559,2562,3,40,เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ ภูเก็ต,โรงเรียนมีชื่อเสียง,83,ภูเก็ต,ภาคใต้,BDA,รับตรง,"12,500-25,000 บาทต่อเดือน",,,,
67963,MTA,22,INFO,3.33,3.22,40,2559,2562,3,40,วิทยาลัยอาชีวะศึกษาภูเก็ต,โรงเรียนทั่วไป,83,ภูเก็ต,ภาคใต้,BDA,รับตรง,"12,500-25,000 บาทต่อเดือน",,,,
67969,DCA,22,INFO,2.16,2.53,40,2559,2562,3,40,วิทยาลัยอาชีวะศึกษาภูเก็ต,โรงเรียนทั่วไป,83,ภูเก็ต,ภาคใต้,BDA,รับตรง,"12,500-25,000 บาทต่อเดือน",,,,
67971,DCA,22,INFO,2.56,2,40,2559,2562,2,40,จริยธรรมศึกษามูลนิธิ,โรงเรียนทั่วไป,90,สงขลา,ภาคใต้,BDA,รับตรง,"น้อยกว่า 12,500 บาทต่อเดือน",,,,
67975,DCA,22,INFO,3.18,2.37,40,2559,2562,3,40,ศูนย์บริการการศึกษานอกโรงเรียนอำเภอหัวไทร,โรงเรียนทั่วไป,80,นครศรีธรรมราช,ภาคใต้,BDA,รับตรง,"12,500-25,000 บาทต่อเดือน",,,,
68028,MTA,22,INFO,2.27,2.74,40,2559,2562,2,40,วิทยาลัยเทคนิคนครศรีธรรมราช,โรงเรียนทั่วไป,80,นครศรีธรรมราช,ภาคใต้,BDA,รับตรง,"น้อยกว่า 12,500 บาทต่อเดือน",,,,
68035,MTA,22,INFO,2.98,3.11,40,2559,2562,2,40,วิทยาลัยศิลปหัตถกรรมนครศรีธรรมราช,โรงเรียนทั่วไป,80,นครศรีธรรมราช,ภาคใต้,BDA,รับตรง,"น้อยกว่า 12,500 บาทต่อเดือน",,,,
68041,DCM,22,INFO,2.12,2.64,40,2559,2563,1,40,มุสลิมวิทยา,โรงเรียนทั่วไป,83,ภูเก็ต,ภาคใต้,BDA,รับตรง,"12,500-25,000 บาทต่อเดือน",,,,
68051,MTA,22,INFO,2.18,2.3,40,2559,2562,3,40,วิทยาลัยศิลปหัตถกรรมนครศรีธรรมราช,โรงเรียนทั่วไป,80,นครศรีธรรมราช,ภาคใต้,BDA,รับตรง,"น้อยกว่า 12,500 บาทต่อเดือน",,,,
68066,IT,22,INFO,2.98,3.34,40,2559,2562,3,40,กีฬาจังหวัดนครศรีธรรมราช,โรงเรียนทั่วไป,80,นครศรีธรรมราช,ภาคใต้,BDA,รับตรง,"น้อยกว่า 12,500 บาทต่อเดือน",,,,
68073,MTA,22,INFO,3.07,2.53,40,2559,2562,3,40,ศูนย์บริการการศึกษานอกโรงเรียนอำเภอกาญจนดิษฐ์,โรงเรียนทั่วไป,84,สุราษฎร์ธานี,ภาคใต้,BDA,รับตรง,"มากกว่า 25,000 บาทต่อเดือน",,,,
