S_ID,BRANCH,F_ID,F_NAME,GPA,E-GPA,ADMITACADYEAR,ACADYEAR,SEMESTER,RANK,S_NAME,P_NAME,R_NAME,FEE_NAME,ENTRYNAME,S_PARENT
76768,DCM,22,สารสนเทศศาสตร์,2.07,1.93,2561,2563,3,0,เบญจมราชูทิศ นครศรีธรรมราช,นครศรีธรรมราช,S,BDB,0,3
76827,DCA,22,สารสนเทศศาสตร์,2.72,2.57,2561,2564,2,1,ท่าแซะรัชดาภิเษก,ชุมพร,S,BDB,0,1
76859,DCM,22,สารสนเทศศาสตร์,2.92,2.29,2561,2563,3,0,เตรียมอุดมศึกษาS,นครศรีธรรมราช,S,BDB,10,3
76880,DCA,22,สารสนเทศศาสตร์,2.76,2.99,2561,2564,2,1,กำแพงวิทยา,สตูล,S,BDB,0,1
76913,MTA,22,สารสนเทศศาสตร์,3.12,3,2561,2564,3,1,พิปูนสังฆรักษ์ประชาอุทิศ,นครศรีธรรมราช,S,BDB,10,2
76944,DCM,22,สารสนเทศศาสตร์,2.88,3.16,2561,2564,3,1,พรหมานุสรณ์ เพชรบุรี,เพชรบุรี,W,BDB,0,2
76946,DCM,22,สารสนเทศศาสตร์,2.61,2.22,2561,2564,3,1,ดาวรุ่งวิทยา,ภูเก็ต,S,BDB,10,3
77364,DCM,22,สารสนเทศศาสตร์,2.44,2.96,2561,2564,3,1,วิทยาลัยอาชีวศึกษาสุราษฎร์ธานี,สุราษฎร์ธานี,S,BDB,10,1
77384,DCA,22,สารสนเทศศาสตร์,2.4,2.6,2561,2564,2,1,วิทยาลัยอาชีวศึกษาสุราษฎร์ธานี,สุราษฎร์ธานี,S,BDB,10,3
77484,DCA,22,สารสนเทศศาสตร์,2.68,2.73,2561,2564,2,1,ศรีธรรมราชศึกษา,นครศรีธรรมราช,S,BDB,10,3
77485,DCA,22,สารสนเทศศาสตร์,3.02,3.2,2561,2564,2,1,ท่าศาลาประสิทธิ์ศึกษา,นครศรีธรรมราช,S,BDB,10,1
78285,IMI,22,สารสนเทศศาสตร์,3.53,3.43,2562,2565,2,1,ทีปราษฎร์พิทยา,สุราษฎร์ธานี,S,BDC,8,1
78300,MTA,22,สารสนเทศศาสตร์,3.19,3.05,2562,2565,3,0,หาดใหญ่วิทยาลัย,สงขลา,S,BDC,8,1
78309,ITD,22,สารสนเทศศาสตร์,3.61,3.14,2562,2565,2,1,ย่านตาขาวรัฐชนูปถัมภ์,ตรัง,S,BDC,8,1
78318,ITD,22,สารสนเทศศาสตร์,3.35,2.83,2562,2565,2,0,ดีบุกพังงาวิทยายน,พังงา,S,BDC,8,3
78346,MTA,22,สารสนเทศศาสตร์,3.21,3.09,2562,2565,3,1,ศรีธรรมราชศึกษา,นครศรีธรรมราช,S,BDC,8,3
78362,DCM,22,สารสนเทศศาสตร์,3.73,2.23,2562,2565,3,2,พัทลุง,พัทลุง,S,BDC,3,2
78370,DCA,22,สารสนเทศศาสตร์,3.79,3.26,2562,2565,3,0,กัลยาณีศรีธรรมราช,นครศรีธรรมราช,S,BDC,9,3
78383,ITD,22,สารสนเทศศาสตร์,3.41,2.92,2562,2565,2,1,ท่าศาลาประสิทธิ์ศึกษา,นครศรีธรรมราช,S,BDC,8,1
78406,DCM,22,สารสนเทศศาสตร์,3.73,3.14,2562,2565,3,1,สามัคคีศึกษา,ตรัง,S,BDC,12,1
78408,DCA,22,สารสนเทศศาสตร์,3.12,3.03,2562,2565,3,1,ท่าศาลาประสิทธิ์ศึกษา,นครศรีธรรมราช,S,BDC,8,1
78428,IMI,22,สารสนเทศศาสตร์,3.39,3.52,2562,2565,2,1,ศรีธรรมราชศึกษา,นครศรีธรรมราช,S,BDC,8,3
78433,DCM,22,สารสนเทศศาสตร์,3.55,2.96,2562,2565,3,0,วิเชียรมาตุ,ตรัง,S,BDC,8,1
78438,DCM,22,สารสนเทศศาสตร์,2.27,2.13,2562,2565,3,1,ศรีธรรมราชศึกษา,นครศรีธรรมราช,S,BDC,3,2
78440,MTA,22,สารสนเทศศาสตร์,3.56,3.17,2562,2566,1,1,สุไหงโก-ลก,นราธิวาส,S,BDC,9,1
78446,IMI,22,สารสนเทศศาสตร์,3.35,3.07,2562,2565,2,1,ศรีธรรมราชศึกษา,นครศรีธรรมราช,S,BDC,8,1
78450,MTA,22,สารสนเทศศาสตร์,2.71,2.86,2562,2565,3,1,วิทยาลัยการอาชีพห้วยยอด,ตรัง,S,BDC,8,1
78452,ITD,22,สารสนเทศศาสตร์,3.26,2.83,2562,2565,2,2,หาดใหญ่วิทยาลัย,สงขลา,S,BDC,8,2
78461,DCA,22,สารสนเทศศาสตร์,2.86,2.58,2562,2565,3,1,หารเทารังสีประชาสรรค์,พัทลุง,S,BDC,8,1
78490,DCA,22,สารสนเทศศาสตร์,2.95,2.71,2562,2565,3,1,พุนพินพิทยาคม,สุราษฎร์ธานี,S,BDC,8,3
78393,MTA,22,สารสนเทศศาสตร์,3.57,2.97,2562,2565,3,0,พัทลุง,พัทลุง,S,BDC,3,3
78522,DCM,22,สารสนเทศศาสตร์,3.67,3.28,2562,2565,3,2,เบญจมราชูทิศ นครศรีธรรมราช,นครศรีธรรมราช,S,BDC,8,2
78506,MTA,22,สารสนเทศศาสตร์,3.45,3.05,2562,2565,3,1,มัธยมสิริวัณวรี 2 สงขลา,สงขลา,S,BDC,9,1
78507,DCA,22,สารสนเทศศาสตร์,2.88,3.49,2562,2565,3,1,วิทยาลัยอาชีวศึกษาเชียงราย,เชียงราย,N,BDC,9,3
78553,MTA,22,สารสนเทศศาสตร์,2.96,3.04,2562,2565,3,1,สุราษฏร์พิทยา2,สุราษฎร์ธานี,S,BDC,3,1
78554,DCM,22,สารสนเทศศาสตร์,3.59,2.42,2562,2565,3,1,สุราษฎร์พิทยา,สุราษฎร์ธานี,S,BDC,3,3
78555,DCM,22,สารสนเทศศาสตร์,3.2,2.63,2562,2565,3,1,ท่าศาลาประสิทธิ์ศึกษา,นครศรีธรรมราช,S,BDC,8,2
78571,ITD,22,สารสนเทศศาสตร์,3.71,2.78,2562,2565,2,0,สาธิตเทศบาลวัดเพชรจริก,นครศรีธรรมราช,S,BDC,8,3
78573,MTA,22,สารสนเทศศาสตร์,2.77,2.81,2562,2565,3,0,กัลยาณีศรีธรรมราช,นครศรีธรรมราช,S,BDC,3,3
78587,DCA,22,สารสนเทศศาสตร์,3.08,3.06,2562,2565,3,0,เกาะสมุย,สุราษฎร์ธานี,S,BDC,8,1
78601,MTA,22,สารสนเทศศาสตร์,2.84,2.81,2562,2565,3,0,พัทลุง,พัทลุง,S,BDC,3,1
78602,DCM,22,สารสนเทศศาสตร์,3.03,2.51,2562,2565,3,1,ศรีธรรมราชศึกษา,นครศรีธรรมราช,S,BDC,8,3
78610,DCA,22,สารสนเทศศาสตร์,2.89,2.92,2562,2565,3,1,จรัสพิชากร,นครศรีธรรมราช,S,BDC,8,3
78620,ITD,22,สารสนเทศศาสตร์,3.31,3.27,2562,2565,2,1,เมืองกระบี่,กระบี่,S,BDC,3,2
78621,MTA,22,สารสนเทศศาสตร์,2.6,3.62,2562,2565,3,1,วิทยาลัยเทคโนโลยีหาดใหญ่อำนวยวิทย์,สงขลา,S,BDC,8,1
78628,IMI,22,สารสนเทศศาสตร์,3.62,3.27,2562,2565,2,1,ประทีปศาสน์,นครศรีธรรมราช,S,BDC,3,1
78653,DCA,22,สารสนเทศศาสตร์,3.24,3.17,2562,2565,3,1,ท่าศาลาประสิทธิ์ศึกษา,นครศรีธรรมราช,S,BDC,8,1
78660,MTA,22,สารสนเทศศาสตร์,2.64,2.94,2562,2565,3,1,ท่าศาลาประสิทธิ์ศึกษา,นครศรีธรรมราช,S,BDC,8,3
78661,MTA,22,สารสนเทศศาสตร์,2.7,2.68,2562,2565,3,1,พนมเบญจา,กระบี่,S,BDC,8,2
78662,DCA,22,สารสนเทศศาสตร์,3.07,2.92,2562,2565,3,0,บูรณะรำลึก,ตรัง,S,BDC,3,3
78665,DCA,22,สารสนเทศศาสตร์,3.2,2.78,2562,2565,3,1,เตรียมอุดมศึกษาสุวินทวงศ์,กรุงเทพมหานคร,B,BDC,9,2
78680,ITD,22,สารสนเทศศาสตร์,3.45,3.16,2562,2565,2,1,ปัญญาสารธรรมมูลนิธิ,นครศรีธรรมราช,S,BDC,8,3
78698,ITD,22,สารสนเทศศาสตร์,3.14,3.46,2562,2565,2,1,ศาสนูปถัมภ์ปากพะยูนมูลนิธิ,พัทลุง,S,BDC,9,1
78713,ITD,22,สารสนเทศศาสตร์,3.07,2.89,2562,2565,2,0,เกาะสมุย,สุราษฎร์ธานี,S,BDC,8,3
78718,DCA,22,สารสนเทศศาสตร์,3.12,2.58,2562,2565,3,0,นราธิวาส,นราธิวาส,S,BDC,8,1
78722,MTA,22,สารสนเทศศาสตร์,3.41,2.87,2562,2566,1,1,พรหมคีรีพิทยาคม,นครศรีธรรมราช,S,BDC,8,1
78726,DCA,22,สารสนเทศศาสตร์,2.88,2.85,2562,2565,3,1,ป่าพะยอมพิทยาคม,พัทลุง,S,BDC,8,1
78727,DCA,22,สารสนเทศศาสตร์,3.15,2.93,2562,2565,3,0,กัลยาณีศรีธรรมราช,นครศรีธรรมราช,S,BDC,8,1
78733,ITD,22,สารสนเทศศาสตร์,2.83,3.13,2562,2565,2,0,เกาะสมุย,สุราษฎร์ธานี,S,BDC,8,3
78767,MTA,22,สารสนเทศศาสตร์,3.5,3.22,2562,2565,3,1,รัษฎา,ตรัง,S,BDC,8,1
78780,DCA,22,สารสนเทศศาสตร์,2.62,2.8,2562,2565,3,1,ท่าศาลาประสิทธิ์ศึกษา,นครศรีธรรมราช,S,BDC,3,3
78783,MTA,22,สารสนเทศศาสตร์,2.88,3.55,2562,2565,3,1,วิทยาลัยเทคนิคสุราษฎร์ธานี,สุราษฎร์ธานี,S,BDC,8,1
78790,IMI,22,สารสนเทศศาสตร์,3.64,3.25,2562,2565,2,1,ประทีปศาสน์,นครศรีธรรมราช,S,BDC,8,2
78813,ITD,22,สารสนเทศศาสตร์,3.12,3.1,2562,2565,2,1,หัวไทรบำรุงราษฎร์,นครศรีธรรมราช,S,BDC,8,1
78837,IMI,22,สารสนเทศศาสตร์,3.92,3.32,2562,2565,2,2,ดีบุกพังงาวิทยายน,พังงา,S,BDC,8,2
78845,DCA,22,สารสนเทศศาสตร์,3.15,2.93,2562,2565,3,1,วิทยาลัยเทคโนโลยีหาดใหญ่อำนวยวิทย์,สงขลา,S,BDC,8,1
78852,IMI,22,สารสนเทศศาสตร์,3.62,2.66,2562,2565,2,2,พัทลุง,พัทลุง,S,BDC,8,2
78879,ITD,22,สารสนเทศศาสตร์,3.37,2.56,2562,2565,2,1,ท่าศาลาประสิทธิ์ศึกษา,นครศรีธรรมราช,S,BDC,8,1
78890,DCA,22,สารสนเทศศาสตร์,2.87,2.97,2562,2565,3,1,ท่าศาลาประสิทธิ์ศึกษา,นครศรีธรรมราช,S,BDC,8,1
78901,IMI,22,สารสนเทศศาสตร์,3.11,3.09,2562,2565,2,1,ศรีธรรมราชศึกษา,นครศรีธรรมราช,S,BDC,8,2
78902,MTA,22,สารสนเทศศาสตร์,2.52,2.75,2562,2565,3,1,ศรีธรรมราชศึกษา,นครศรีธรรมราช,S,BDC,3,1
78907,DCA,22,สารสนเทศศาสตร์,3.37,2.98,2562,2565,3,0,บูรณะรำลึก,ตรัง,S,BDC,8,3
78908,DCM,22,สารสนเทศศาสตร์,3.18,3.17,2562,2565,3,1,วชิรานุกูล,สงขลา,S,BDC,8,3
78915,DCM,22,สารสนเทศศาสตร์,3.32,3.02,2562,2565,3,1,ท่านครญาณวโรภาสอุทิศ,นครศรีธรรมราช,S,BDC,3,1
78924,DCA,22,สารสนเทศศาสตร์,2.75,2.88,2562,2565,3,1,วิทยาลัยอาชีวศึกษาสุราษฎร์ธานี,สุราษฎร์ธานี,S,BDC,8,1
78926,DCA,22,สารสนเทศศาสตร์,3.28,2.78,2562,2565,3,0,กัลยาณีศรีธรรมราช,นครศรีธรรมราช,S,BDC,3,3
78938,IMI,22,สารสนเทศศาสตร์,3.1,2.69,2562,2565,2,0,สุราษฎร์ธานี,สุราษฎร์ธานี,S,BDC,3,3
78955,MTA,22,สารสนเทศศาสตร์,2.83,2.66,2562,2565,3,0,กัลยาณีศรีธรรมราช,นครศรีธรรมราช,S,BDC,8,3
78965,MTA,22,สารสนเทศศาสตร์,2.95,2.59,2562,2565,3,0,สุราษฎร์ธานี,สุราษฎร์ธานี,S,BDC,8,3
78979,MTA,22,สารสนเทศศาสตร์,2.63,2.92,2562,2566,1,0,กัลยาณีศรีธรรมราช,นครศรีธรรมราช,S,BDC,3,3
78996,DCA,22,สารสนเทศศาสตร์,2.92,2.6,2562,2565,3,1,กะทู้วิทยา,ภูเก็ต,S,BDC,3,3
79016,ITD,22,สารสนเทศศาสตร์,2.91,2.77,2562,2565,2,1,ท่าศาลาประสิทธิ์ศึกษา,นครศรีธรรมราช,S,BDC,8,2
79229,DCA,22,สารสนเทศศาสตร์,2.99,2.92,2562,2565,3,2,วิเชียรมาตุ,ตรัง,S,BDC,8,2
79033,MTA,22,สารสนเทศศาสตร์,2.86,2.96,2562,2565,3,1,ท่าศาลาประสิทธิ์ศึกษา,นครศรีธรรมราช,S,BDC,8,1
79032,IMI,22,สารสนเทศศาสตร์,3.16,2.58,2562,2565,2,0,สตรีภูเก็ต,ภูเก็ต,S,BDC,8,3
79050,IMI,22,สารสนเทศศาสตร์,3.59,3.25,2562,2565,2,1,รุ่งโรจน์วิทยา,สงขลา,S,BDC,8,1
79055,DCM,22,สารสนเทศศาสตร์,3.38,2.78,2562,2565,3,1,มัดร่อซาตุลอุลูมิดดีน,นครศรีธรรมราช,S,BDC,8,3
79063,MTA,22,สารสนเทศศาสตร์,3.52,3.27,2562,2565,3,1,สวนศรีวิทยา,ชุมพร,S,BDC,8,1
79067,ITD,22,สารสนเทศศาสตร์,2.6,2.05,2562,2565,2,1,ศรีธรรมราชศึกษา,นครศรีธรรมราช,S,BDC,9,1
79071,IMI,22,สารสนเทศศาสตร์,3.5,3.13,2562,2565,3,1,ศรีธรรมราชศึกษา,นครศรีธรรมราช,S,BDC,8,2
79098,DCM,22,สารสนเทศศาสตร์,3.45,3.55,2562,2565,3,1,เทพสถิตวิทยา,ชัยภูมิ,EN,BDC,13,1
79226,DCM,22,สารสนเทศศาสตร์,3.79,3.64,2562,2565,3,2,เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ ภูเก็ต,ภูเก็ต,S,BDC,8,2
79128,DCA,22,สารสนเทศศาสตร์,2.93,2.56,2562,2565,3,1,เทพมิตรศึกษา,สุราษฎร์ธานี,S,BDC,8,2
79133,MTA,22,สารสนเทศศาสตร์,3.24,3.15,2562,2565,3,1,นบพิตำวิทยา,นครศรีธรรมราช,S,BDC,8,1
79138,IMI,22,สารสนเทศศาสตร์,3.61,2.9,2562,2565,2,0,เตรียมอุดมศึกษาS,นครศรีธรรมราช,S,BDC,3,3
79175,DCA,22,สารสนเทศศาสตร์,2.96,2.95,2562,2565,3,1,ป่าพะยอมพิทยาคม,พัทลุง,S,BDC,3,1
79228,IMI,22,สารสนเทศศาสตร์,3.35,2.98,2562,2565,2,1,วิทยาศาสตร์จุฬาภรณราชวิทยาลัย นครศรีธรรมราช,นครศรีธรรมราช,S,BDC,3,0
79233,MTA,22,สารสนเทศศาสตร์,2.67,2.63,2562,2565,3,0,สตรีทุ่งสง,นครศรีธรรมราช,S,BDC,3,3
79241,MTA,22,สารสนเทศศาสตร์,3.15,2.75,2562,2565,3,1,เชียรใหญ่,นครศรีธรรมราช,S,BDC,3,1
79262,MTA,22,สารสนเทศศาสตร์,3.29,2.79,2562,2565,3,1,เทศบาล 5,สุราษฎร์ธานี,S,BDC,8,2
79263,DCA,22,สารสนเทศศาสตร์,3.21,2.69,2562,2565,3,1,สภาราชินี 2,ตรัง,S,BDC,8,2
79273,ITD,22,สารสนเทศศาสตร์,3.43,2.78,2562,2565,2,2,กัลยาณีศรีธรรมราช,นครศรีธรรมราช,S,BDC,8,2
79280,DCM,22,สารสนเทศศาสตร์,3.62,3.02,2562,2565,3,1,สามัคคีศึกษา,ตรัง,S,BDC,3,1
79304,DCA,22,สารสนเทศศาสตร์,2.65,3.1,2562,2565,3,1,เมืองกระบี่,กระบี่,S,BDC,8,2
79317,MTA,22,สารสนเทศศาสตร์,2.87,2.85,2562,2565,3,1,วิทยาลัยศิลปหัตถกรรมนครศรีธรรมราช,นครศรีธรรมราช,S,BDC,8,2
79322,MTA,22,สารสนเทศศาสตร์,3.52,3.47,2562,2565,3,1,ย่านตาขาวรัฐชนูปถัมภ์,ตรัง,S,BDC,8,1
79371,DCM,22,สารสนเทศศาสตร์,3.28,2.84,2562,2565,3,1,หัวไทรบำรุงราษฎร์,นครศรีธรรมราช,S,BDC,8,1
79450,DCM,22,สารสนเทศศาสตร์,3.23,3.62,2562,2565,3,1,พนมเบญจา,กระบี่,S,BDC,8,2
79451,IMI,22,สารสนเทศศาสตร์,3.63,3.23,2562,2565,2,1,ศรีธรรมราชศึกษา,นครศรีธรรมราช,S,BDC,8,1
79459,IMI,22,สารสนเทศศาสตร์,3.14,3.14,2562,2565,2,1,ศรีธรรมราชศึกษา,นครศรีธรรมราช,S,BDC,8,2
79468,MTA,22,สารสนเทศศาสตร์,3.38,2.9,2562,2565,3,2,อำมาตย์พานิชนุกูล,กระบี่,S,BDC,8,2
79482,ITD,22,สารสนเทศศาสตร์,3.15,3.49,2562,2565,3,1,บ้านทับวัง,ชุมพร,S,BDC,8,3
79490,IMI,22,สารสนเทศศาสตร์,3.82,3.34,2562,2565,3,1,อัตตัรกียะห์อิสลามียะห์,นราธิวาส,S,BDC,1,1
79536,MTA,22,สารสนเทศศาสตร์,3.64,3.02,2562,2565,3,0,ปัญญาวิทย์,ตรัง,S,BDC,9,1
79538,DCA,22,สารสนเทศศาสตร์,2.54,2.34,2562,2566,1,1,จิตรลดา,กรุงเทพมหานคร,B,BDC,9,3
79598,DCA,22,สารสนเทศศาสตร์,3.21,2.59,2562,2565,3,0,อำมาตย์พานิชนุกูล,กระบี่,S,BDC,9,3
79672,DCM,22,สารสนเทศศาสตร์,3.11,2.81,2562,2565,3,1,วิทยาลัยเทคนิคนครศรีธรรมราช,นครศรีธรรมราช,S,BDC,9,1
79741,DCA,22,สารสนเทศศาสตร์,3,2.76,2562,2565,3,1,ท่าศาลาประสิทธิ์ศึกษา,นครศรีธรรมราช,S,BDC,9,2
79823,DCA,22,สารสนเทศศาสตร์,3.08,2.83,2562,2565,3,0,กัลยาณีศรีธรรมราช,นครศรีธรรมราช,S,BDC,0,3
79864,DCA,22,สารสนเทศศาสตร์,3.11,3.46,2562,2565,3,1,ศาสนูปถัมภ์ปากพะยูนมูลนิธิ,พัทลุง,S,BDC,0,1
79895,DCA,22,สารสนเทศศาสตร์,3.5,3.2,2562,2565,3,0,กัลยาณีศรีธรรมราช,นครศรีธรรมราช,S,BDC,0,1
79904,DCA,22,สารสนเทศศาสตร์,2.58,2.11,2562,2565,3,1,วิทยาลัยเทคนิคสิชล,นครศรีธรรมราช,S,BDC,0,3
79912,DCA,22,สารสนเทศศาสตร์,2.68,2.18,2562,2565,3,1,วิทยาลัยอาชีวศึกษานครศรีธรรมราช,นครศรีธรรมราช,S,BDC,0,2
79921,DCA,22,สารสนเทศศาสตร์,3.82,3.59,2562,2565,3,0,เทศบาล ๒ (วัดกะพังสุรินทร์),ตรัง,S,BDC,0,1
80009,DCM,22,สารสนเทศศาสตร์,2.87,1.68,2562,2565,3,0,นวมินทราชินูทิศ สตรีวิทยา 2,กรุงเทพมหานคร,B,BDC,0,3
80014,IMI,22,สารสนเทศศาสตร์,3.03,2.53,2562,2565,2,1,ศรีธรรมราชศึกษา,นครศรีธรรมราช,S,BDC,0,2
80058,DCA,22,สารสนเทศศาสตร์,2.9,2.9,2562,2565,3,1,หัวหิน,ประจวบคีรีขันธ์,W,BDC,0,1
80066,DCA,22,สารสนเทศศาสตร์,3.53,3.49,2562,2565,3,1,ควนเนียงวิทยา,สงขลา,S,BDC,0,2
80172,DCM,22,สารสนเทศศาสตร์,3.46,2.84,2562,2565,3,1,ดารุสสลามวิทยา,สุราษฎร์ธานี,S,BDC,0,2
80177,ITD,22,สารสนเทศศาสตร์,2.79,1.81,2562,2565,2,1,ศรีธรรมราชศึกษา,นครศรีธรรมราช,S,BDC,0,1
80186,DCM,22,สารสนเทศศาสตร์,3.24,2.6,2562,2565,3,1,โยธินบำรุง,นครศรีธรรมราช,S,BDC,0,2
80269,DCM,22,สารสนเทศศาสตร์,3.05,2.73,2562,2565,3,1,ปัญญาสารธรรมมูลนิธิ,นครศรีธรรมราช,S,BDC,10,2
80276,DCA,22,สารสนเทศศาสตร์,2.66,3.21,2562,2565,3,1,คงคาประชารักษ์,นครศรีธรรมราช,S,BDC,10,1
80329,DCM,22,สารสนเทศศาสตร์,3.41,3.02,2562,2566,1,1,วิทยาลัยอาชีวศึกษาสุราษฎร์ธานี,สุราษฎร์ธานี,S,BDC,10,1
