S_ID,BRANCH,GPA_2,RANK,S_ID ,S_NAME,P_ID,P_NAME,R_NAME,FEE_NAME,S_PARENT,gpamat,gpasci,GPA,GPA_MATCH,GPA_SCI
75286,3,2.85,0,90019,นวมินทราชูทิศ ทักษิณ,90,สงขลา,S,1,1,1.65,1.75,2.9,1.7,1.8
75306,2,3,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,S,1,3,2.22,1.97,3,2.2,2
75325,3,2.96,1,92023,สวัสดิ์รัตนาภิมุข,92,ตรัง,S,1,1,1.08,1.33,3,1.1,1.3
75422,1,3.25,0,83007,สตรีภูเก็ต,83,ภูเก็ต,S,1,2,1.1,1.87,3.3,1.1,1.9
75424,0,2.21,1,80064,เมืองนครศรีธรรมราช,80,นครศรีธรรมราช,S,1,1,1.5,1.62,2.2,1.5,1.6
75490,0,2.39,1,80066,โยธินบำรุง,80,นครศรีธรรมราช,S,1,2,2,3,2.4,2,3
75500,1,2.35,1,80118,วิทยาลัยศิลปหัตถกรรมนครศรีธรรมราช,80,นครศรีธรรมราช,S,1,3,2.16,1.9,2.4,2.2,1.9
75524,0,2.89,0,84045,สุราษฎร์ธานี,84,สุราษฎร์ธานี,S,1,2,2.58,3.12,2.9,2.6,3.1
75507,0,2.38,1,80042,ทุ่งใหญ่เฉลิมราชอนุสรณ์ รัชมังคลาภิเษก,80,นครศรีธรรมราช,S,1,1,1.2,1.5,2.4,1.2,1.5
75528,0,2.26,0,80032,เตรียมอุดมศึกษาภาคใต้,80,นครศรีธรรมราช,S,1,2,2.23,1.8,2.3,2.2,1.8
75793,0,2.49,1,80066,โยธินบำรุง,80,นครศรีธรรมราช,S,1,3,1.8,2.12,2.5,1.8,2.1
75808,0,2.08,0,99840040,ธิดาแม่พระ,84,สุราษฎร์ธานี,S,1,1,3.25,1.75,2.1,3.3,1.8
75813,3,3.29,1,80406,วิทยาลัยเทคนิคสิชล,80,นครศรีธรรมราช,S,1,3,1.33,2.37,3.3,1.3,2.4
75850,2,2.8,0,90048,หาดใหญ่วิทยาลัย,90,สงขลา,S,1,1,1.35,1.58,2.8,1.4,1.6
75857,2,2.38,1,84023,บางสวรรค์วิทยาคม,84,สุราษฎร์ธานี,S,1,1,0,0,2.4,0,0
75860,0,2.77,0,81013,อำมาตย์พานิชนุกูล,81,กระบี่,S,1,1,3,2.57,2.8,3,2.6
75869,2,2.82,1,83100016,มุสลิมวิทยาภูเก็ต,83,ภูเก็ต,S,1,2,1.58,1.91,2.8,1.6,1.9
75932,0,2.38,0,90026,มหาวชิราวุธ จังหวัดสงขลา,90,สงขลา,S,1,3,1.86,2.14,2.4,1.9,2.1
75956,2,2.89,1,80055,พรหมคีรีพิทยาคม,80,นครศรีธรรมราช,S,1,2,1.76,1.25,2.9,1.8,1.3
75961,2,2.35,1,80055,พรหมคีรีพิทยาคม,80,นครศรีธรรมราช,S,1,1,2.3,1.89,2.4,2.3,1.9
76055,3,3.17,1,80058,พิปูนสังฆรักษ์ประชาอุทิศ,80,นครศรีธรรมราช,S,1,2,0,0,3.2,0,0
76285,1,3.2,0,1083400060,เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ ภูเก็ต,83,ภูเก็ต,S,1,2,1.33,2,3.2,1.3,2
76121,0,3.46,0,70803,บรมราชินีนาถราชวิทยาลัย,70,ราชบุรี,W,1,1,2.17,2.82,3.5,2.2,2.8
76174,0,3.07,1,80052,ปากพนัง,80,นครศรีธรรมราช,S,1,0,0,0,3.1,0,0
76192,3,2.78,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,S,1,1,1.55,1.7,2.8,1.6,1.7
76210,1,3.03,0,56902,เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ ลพบุรี,16,ลพบุรี,C,1,3,0,0,3,0,0
76248,1,2.6,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,S,1,1,2.75,2.75,2.6,2.8,2.8
76239,2,2.9,0,50130,ดาราวิทยาลัย,50,เชียงใหม่,N,1,3,0,0,2.9,0,0
76251,0,2.98,1,81012,อ่าวลึกประชาสรรค์,81,กระบี่,S,1,3,0,0,3,0,0
76272,0,2.92,0,83007,สตรีภูเก็ต,83,ภูเก็ต,S,1,2,1.41,2.4,2.9,1.4,2.4
76282,2,2.45,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,S,1,1,0,0,2.5,0,0
76287,2,3.32,0,74102,สมุทรสาครบูรณะ,74,สมุทรสาคร,B,1,1,2,3.25,3.3,2,3.3
76566,1,3.27,1,80701,วิทยาลัยเทคนิคนครศรีธรรมราช,80,นครศรีธรรมราช,S,1,2,1.75,2.08,3.3,1.8,2.1
76709,0,3.75,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,S,1,3,2,1.7,3.8,2,1.7
76737,0,3.19,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,S,1,1,1,1.5,3.2,1,1.5
76767,0,3,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,S,1,1,0,0,3,0,0
76768,1,2.07,0,1080210774,เบญจมราชูทิศ นครศรีธรรมราช,80,นครศรีธรรมราช,S,1,3,0,0,2.1,0,0
76827,0,2.72,1,86003,ท่าแซะรัชดาภิเษก,86,ชุมพร,S,1,1,1.46,1.75,2.7,1.5,1.8
76859,1,2.92,0,80032,เตรียมอุดมศึกษาภาคใต้,80,นครศรีธรรมราช,S,1,3,3.05,2.37,2.9,3.1,2.4
76880,0,2.76,1,91001,กำแพงวิทยา,91,สตูล,S,1,1,2.55,2.62,2.8,2.6,2.6
76913,2,3.12,1,80058,พิปูนสังฆรักษ์ประชาอุทิศ,80,นครศรีธรรมราช,S,1,2,2.2,2.66,3.1,2.2,2.7
76944,1,2.88,1,76101,พรหมานุสรณ์ เพชรบุรี,76,เพชรบุรี,W,1,2,1,1.5,2.9,1,1.5
76946,1,2.61,1,8183010,ดาวรุ่งวิทยา,83,ภูเก็ต,S,1,3,3,2.5,2.6,3,2.5
77364,1,2.44,1,84110,วิทยาลัยอาชีวศึกษาสุราษฎร์ธานี,84,สุราษฎร์ธานี,S,1,1,2.25,2.5,2.4,2.3,2.5
77384,0,2.4,1,84110,วิทยาลัยอาชีวศึกษาสุราษฎร์ธานี,84,สุราษฎร์ธานี,S,1,3,2.62,3.5,2.4,2.6,3.5
77484,0,2.68,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,S,1,3,3.16,2.92,2.7,3.2,2.9
77485,0,3.02,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,S,1,1,2.84,3.2,3,2.8,3.2
78285,4,3.53,1,84019,ทีปราษฎร์พิทยา,84,สุราษฎร์ธานี,S,2,1,2,3.75,3.5,2,3.8
78300,2,3.19,0,90048,หาดใหญ่วิทยาลัย,90,สงขลา,S,2,1,3.2,2.61,3.2,3.2,2.6
78309,3,3.61,1,92016,ย่านตาขาวรัฐชนูปถัมภ์,92,ตรัง,S,2,1,2.52,2.65,3.6,2.5,2.7
78318,3,3.35,0,82004,ดีบุกพังงาวิทยายน,82,พังงา,S,2,3,2.85,2.83,3.4,2.9,2.8
78346,2,3.21,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,S,2,3,1.2,2.25,3.2,1.2,2.3
78362,1,3.73,0,93020,พัทลุง,93,พัทลุง,S,2,2,0,0,3.7,0,0
78370,0,3.79,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,S,2,3,3.16,2.38,3.8,3.2,2.4
78383,3,3.41,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,S,2,1,3.36,2.84,3.4,3.4,2.8
78406,1,3.73,1,92024,สามัคคีศึกษา,92,ตรัง,S,2,1,2.3,2.96,3.7,2.3,3
78408,0,3.12,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,S,2,1,3.76,3.38,3.1,3.8,3.4
78428,4,3.39,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,S,2,3,2.03,2.66,3.4,2,2.7
78433,1,3.55,0,92020,วิเชียรมาตุ,92,ตรัง,S,2,1,1.69,1.61,3.6,1.7,1.6
78438,1,2.27,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,S,2,2,3,2.61,2.3,3,2.6
78446,4,3.35,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,S,2,1,2,2.33,3.4,2,2.3
78450,2,2.71,1,92601,วิทยาลัยการอาชีพห้วยยอด,92,ตรัง,S,2,1,2.1,3.37,2.7,2.1,3.4
78452,3,3.26,0,90048,หาดใหญ่วิทยาลัย,90,สงขลา,S,2,2,1.73,2.1,3.3,1.7,2.1
78461,0,2.86,1,93030,หารเทารังสีประชาสรรค์,93,พัทลุง,S,2,1,2.5,2.07,2.9,2.5,2.1
78490,0,2.95,1,84034,พุนพินพิทยาคม,84,สุราษฎร์ธานี,S,2,3,3.1,3.12,3,3.1,3.1
78393,2,3.57,0,93020,พัทลุง,93,พัทลุง,S,2,3,2.45,3.3,3.6,2.5,3.3
78522,1,3.67,0,1080210774,เบญจมราชูทิศ นครศรีธรรมราช,80,นครศรีธรรมราช,S,2,2,2.8,2.53,3.7,2.8,2.5
78506,2,3.45,1,90027,มัธยมสิริวัณวรี 2 สงขลา,90,สงขลา,S,2,1,0,0,3.5,0,0
78507,0,2.88,1,4,วิทยาลัยอาชีวศึกษาเชียงราย,57,เชียงราย,N,2,3,2.2,2.54,2.9,2.2,2.5
78553,2,2.96,1,9,สุราษฏร์พิทยา2,84,สุราษฎร์ธานี,S,2,1,1.86,1.79,3,1.9,1.8
78554,1,3.59,1,84047,สุราษฎร์พิทยา,84,สุราษฎร์ธานี,S,2,3,2.2,2.23,3.6,2.2,2.2
78555,1,3.2,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,S,2,2,2.44,2.44,3.2,2.4,2.4
78571,3,3.71,0,99800001,สาธิตเทศบาลวัดเพชรจริก,80,นครศรีธรรมราช,S,2,3,2.37,2.3,3.7,2.4,2.3
78573,2,2.77,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,S,2,3,2.3,2.7,2.8,2.3,2.7
78587,0,3.08,0,84004,เกาะสมุย,84,สุราษฎร์ธานี,S,2,1,2.63,2.54,3.1,2.6,2.5
78601,2,2.84,0,93020,พัทลุง,93,พัทลุง,S,2,1,2.32,2.62,2.8,2.3,2.6
78602,1,3.03,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,S,2,3,2.48,2.77,3,2.5,2.8
78610,0,2.89,1,80014,จรัสพิชากร,80,นครศรีธรรมราช,S,2,3,2.22,3.26,2.9,2.2,3.3
78620,3,3.31,1,81007,เมืองกระบี่,81,กระบี่,S,2,2,3.6,3.75,3.3,3.6,3.8
78621,2,2.6,1,99840178,วิทยาลัยเทคโนโลยีหาดใหญ่อำนวยวิทย์,90,สงขลา,S,2,1,3.03,2.92,2.6,3,2.9
78628,4,3.62,1,80100052,ประทีปศาสน์,80,นครศรีธรรมราช,S,2,1,2.9,3.19,3.6,2.9,3.2
78653,0,3.24,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,S,2,1,2.6,2.96,3.2,2.6,3
78660,2,2.64,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,S,2,3,2.35,1.88,2.6,2.4,1.9
78661,2,2.7,1,81006,พนมเบญจา,81,กระบี่,S,2,2,1.4,2.2,2.7,1.4,2.2
78662,0,3.07,0,92013,บูรณะรำลึก,92,ตรัง,S,2,3,0,0,3.1,0,0
78665,0,3.2,1,10304,เตรียมอุดมศึกษาสุวินทวงศ์,10,กรุงเทพมหานคร,B,2,2,3.55,2.73,3.2,3.6,2.7
78680,3,3.45,1,80906,ปัญญาสารธรรมมูลนิธิ,80,นครศรีธรรมราช,S,2,3,2.56,3.57,3.5,2.6,3.6
78698,3,3.14,1,93026,ศาสนูปถัมภ์ปากพะยูนมูลนิธิ,93,พัทลุง,S,2,1,2.09,2.16,3.1,2.1,2.2
78713,3,3.07,0,84004,เกาะสมุย,84,สุราษฎร์ธานี,S,2,3,2.8,2.1,3.1,2.8,2.1
78718,0,3.12,0,96007,นราธิวาส,96,นราธิวาส,S,2,1,2.4,2.95,3.1,2.4,3
78726,0,2.88,1,93017,ป่าพะยอมพิทยาคม,93,พัทลุง,S,2,1,2.75,2.8,2.9,2.8,2.8
78727,0,3.15,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,S,2,1,2.4,2.7,3.2,2.4,2.7
78733,3,2.83,0,84004,เกาะสมุย,84,สุราษฎร์ธานี,S,2,3,2.96,2.95,2.8,3,3
78767,2,3.5,1,92017,รัษฎา,92,ตรัง,S,2,1,2,2.57,3.5,2,2.6
78780,0,2.62,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,S,2,3,4,3.75,2.6,4,3.8
78783,2,2.88,1,84101,วิทยาลัยเทคนิคสุราษฎร์ธานี,84,สุราษฎร์ธานี,S,2,1,3.36,2.97,2.9,3.4,3
78790,4,3.64,1,80100052,ประทีปศาสน์,80,นครศรีธรรมราช,S,2,2,2.46,2.6,3.6,2.5,2.6
78813,3,3.12,1,80092,หัวไทรบำรุงราษฎร์,80,นครศรีธรรมราช,S,2,1,3,3.33,3.1,3,3.3
78837,4,3.92,2,82004,ดีบุกพังงาวิทยายน,82,พังงา,S,2,2,3,3,3.9,3,3
78845,0,3.15,1,99840178,วิทยาลัยเทคโนโลยีหาดใหญ่อำนวยวิทย์,90,สงขลา,S,2,1,1.66,2.5,3.2,1.7,2.5
78852,4,3.62,0,93020,พัทลุง,93,พัทลุง,S,2,2,1.6,2.76,3.6,1.6,2.8
78879,3,3.37,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,S,2,1,2.2,2.57,3.4,2.2,2.6
78890,0,2.87,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,S,2,1,2.78,2.63,2.9,2.8,2.6
78901,4,3.11,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,S,2,2,2.14,2.5,3.1,2.1,2.5
78902,2,2.52,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,S,2,1,1.7,2,2.5,1.7,2
78907,0,3.37,0,92013,บูรณะรำลึก,92,ตรัง,S,2,3,3,3,3.4,3,3
78908,1,3.18,1,81900101,วชิรานุกูล,90,สงขลา,S,2,3,3.87,1.37,3.2,3.9,1.4
78915,1,3.32,1,80107,ท่านครญาณวโรภาสอุทิศ,80,นครศรีธรรมราช,S,2,1,3,3,3.3,3,3
78924,0,2.75,1,84110,วิทยาลัยอาชีวศึกษาสุราษฎร์ธานี,84,สุราษฎร์ธานี,S,2,1,2.32,1.5,2.8,2.3,1.5
78926,0,3.28,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,S,2,3,1.96,2.75,3.3,2,2.8
78938,4,3.1,0,84045,สุราษฎร์ธานี,84,สุราษฎร์ธานี,S,2,3,2.18,1.5,3.1,2.2,1.5
78955,2,2.83,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,S,2,3,1.8,2.36,2.8,1.8,2.4
78965,2,2.95,0,84045,สุราษฎร์ธานี,84,สุราษฎร์ธานี,S,2,3,3.15,2.39,3,3.2,2.4
78996,0,2.92,1,83301,กะทู้วิทยา,83,ภูเก็ต,S,2,3,2.43,3.46,2.9,2.4,3.5
79016,3,2.91,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,S,2,2,2.1,2.4,2.9,2.1,2.4
79229,0,2.99,0,92020,วิเชียรมาตุ,92,ตรัง,S,2,2,1.56,3.42,3,1.6,3.4
79033,2,2.86,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,S,2,1,1.88,2.75,2.9,1.9,2.8
79032,4,3.16,0,83007,สตรีภูเก็ต,83,ภูเก็ต,S,2,3,3.46,3.01,3.2,3.5,3
79050,4,3.59,1,90030,รุ่งโรจน์วิทยา,90,สงขลา,S,2,1,3.16,2.05,3.6,3.2,2.1
79055,1,3.38,1,2,มัดร่อซาตุลอุลูมิดดีน,80,นครศรีธรรมราช,S,2,3,3.26,3.02,3.4,3.3,3
79063,2,3.52,1,86013,สวนศรีวิทยา,86,ชุมพร,S,2,1,1.79,1.61,3.5,1.8,1.6
79067,3,2.6,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,S,2,1,3.31,2.59,2.6,3.3,2.6
79071,4,3.5,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,S,2,2,2.76,3.6,3.5,2.8,3.6
79098,1,3.45,1,36901,เทพสถิตวิทยา,36,ชัยภูมิ,EN,2,1,3.5,3.7,3.5,3.5,3.7
79226,1,3.79,0,1083400060,เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ ภูเก็ต,83,ภูเก็ต,S,2,2,1.59,1.93,3.8,1.6,1.9
79128,0,2.93,1,81840101,เทพมิตรศึกษา,84,สุราษฎร์ธานี,S,2,2,2.92,2.93,2.9,2.9,2.9
79133,2,3.24,1,3802102,นบพิตำวิทยา,80,นครศรีธรรมราช,S,2,1,2.36,2.51,3.2,2.4,2.5
79138,4,3.61,0,80032,เตรียมอุดมศึกษาภาคใต้,80,นครศรีธรรมราช,S,2,3,3.4,2.13,3.6,3.4,2.1
79175,0,2.96,1,93017,ป่าพะยอมพิทยาคม,93,พัทลุง,S,2,1,2.1,2.8,3,2.1,2.8
79228,4,3.35,1,80015,วิทยาศาสตร์จุฬาภรณราชวิทยาลัย นครศรีธรรมราช,80,นครศรีธรรมราช,S,2,0,2.18,2.25,3.4,2.2,2.3
79233,2,2.67,0,80080,สตรีทุ่งสง,80,นครศรีธรรมราช,S,2,3,2.7,1.83,2.7,2.7,1.8
79241,2,3.15,1,80028,เชียรใหญ่,80,นครศรีธรรมราช,S,2,1,2.46,2.25,3.2,2.5,2.3
79262,2,3.29,1,99840001,เทศบาล 5,84,สุราษฎร์ธานี,S,2,2,2.3,1.75,3.3,2.3,1.8
79263,0,3.21,1,92022,สภาราชินี 2,92,ตรัง,S,2,2,1.96,2.4,3.2,2,2.4
79273,3,3.43,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,S,2,2,2.46,2.75,3.4,2.5,2.8
79280,1,3.62,1,92024,สามัคคีศึกษา,92,ตรัง,S,2,1,3.11,3.02,3.6,3.1,3
79304,0,2.65,1,81007,เมืองกระบี่,81,กระบี่,S,2,2,2.5,3.5,2.7,2.5,3.5
79317,2,2.87,1,80118,วิทยาลัยศิลปหัตถกรรมนครศรีธรรมราช,80,นครศรีธรรมราช,S,2,2,3.14,3.34,2.9,3.1,3.3
79322,2,3.52,1,92016,ย่านตาขาวรัฐชนูปถัมภ์,92,ตรัง,S,2,1,1.5,2.37,3.5,1.5,2.4
79371,1,3.28,1,80092,หัวไทรบำรุงราษฎร์,80,นครศรีธรรมราช,S,2,1,3.65,3.05,3.3,3.7,3.1
79450,1,3.23,1,81006,พนมเบญจา,81,กระบี่,S,2,2,2.92,2.97,3.2,2.9,3
79451,4,3.63,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,S,2,1,3.04,2.66,3.6,3,2.7
79459,4,3.14,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,S,2,2,2.62,2.62,3.1,2.6,2.6
79468,2,3.38,0,81013,อำมาตย์พานิชนุกูล,81,กระบี่,S,2,2,1.92,3,3.4,1.9,3
79482,3,3.15,1,1,บ้านทับวัง,86,ชุมพร,S,2,3,3.22,2.56,3.2,3.2,2.6
79490,4,3.82,1,96026,อัตตัรกียะห์อิสลามียะห์,96,นราธิวาส,S,2,1,2.46,2.67,3.8,2.5,2.7
79536,2,3.64,0,99840077,ปัญญาวิทย์,92,ตรัง,S,2,1,0,0,3.6,0,0
79598,0,3.21,0,81013,อำมาตย์พานิชนุกูล,81,กระบี่,S,2,3,0,0,3.2,0,0
79672,1,3.11,1,80701,วิทยาลัยเทคนิคนครศรีธรรมราช,80,นครศรีธรรมราช,S,2,1,2,2.33,3.1,2,2.3
79741,0,3,1,80037,ท่าศาลาประสิทธิ์ศึกษา,80,นครศรีธรรมราช,S,2,2,2.18,2.37,3,2.2,2.4
79823,0,3.08,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,S,2,3,2.96,3.47,3.1,3,3.5
79864,0,3.11,1,93026,ศาสนูปถัมภ์ปากพะยูนมูลนิธิ,93,พัทลุง,S,2,1,0,0,3.1,0,0
79895,0,3.5,0,80002,กัลยาณีศรีธรรมราช,80,นครศรีธรรมราช,S,2,1,2.5,2,3.5,2.5,2
79904,0,2.58,1,80406,วิทยาลัยเทคนิคสิชล,80,นครศรีธรรมราช,S,2,3,0,0,2.6,0,0
79912,0,2.68,1,80111,วิทยาลัยอาชีวศึกษานครศรีธรรมราช,80,นครศรีธรรมราช,S,2,2,0,0,2.7,0,0
79921,0,3.82,0,99840072,เทศบาล ๒ (วัดกะพังสุรินทร์),92,ตรัง,S,2,1,0,0,3.8,0,0
80009,1,2.87,0,10602,นวมินทราชินูทิศ สตรีวิทยา 2,10,กรุงเทพมหานคร,B,2,3,2.34,2.09,2.9,2.3,2.1
80014,4,3.03,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,S,2,2,0,0,3,0,0
80058,0,2.9,1,57701,หัวหิน,77,ประจวบคีรีขันธ์,W,2,1,3.66,3.45,2.9,3.7,3.5
80066,0,3.53,1,90005,ควนเนียงวิทยา,90,สงขลา,S,2,2,2.5,2.92,3.5,2.5,2.9
80172,1,3.46,1,84100064,ดารุสสลามวิทยา,84,สุราษฎร์ธานี,S,2,2,0,0,3.5,0,0
80177,3,2.79,1,80075,ศรีธรรมราชศึกษา,80,นครศรีธรรมราช,S,2,1,2.41,2.02,2.8,2.4,2
80186,1,3.24,1,80066,โยธินบำรุง,80,นครศรีธรรมราช,S,2,2,2.31,3,3.2,2.3,3
80269,1,3.05,1,80906,ปัญญาสารธรรมมูลนิธิ,80,นครศรีธรรมราช,S,2,2,3.4,3.16,3.1,3.4,3.2
