BRANCH,F_NAME,GPA,ENTRY-GPA,SEMESTER,S_TYPE,R_NAME,OUTLAY,ENTRYNAME,CHOICENAME
IT,INFO,B,C,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDA,Admission,"น้อยกว่า 12,500 บาทต่อเดือน"
DCA,INFO,A,A,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDA,Admission,"มากกว่า 25,000 บาทต่อเดือน"
IT,INFO,B,C,3,โรงเรียนทั่วไป,ภาคตะวันตก,BDA,Admission,"12,500-25,000 บาทต่อเดือน"
MTA,INFO,A,B,3,โรงเรียนทั่วไป,ภาคใต้,BDA,รับตรง,"มากกว่า 25,000 บาทต่อเดือน"
MTA,INFO,B,B,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
DCM,INFO,B,A,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,โครงการเด็กดีมีที่เรียน,"12,500-25,000 บาทต่อเดือน"
DCA,INFO,A,B,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
MTA,INFO,A,B,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
DCA,INFO,A,B,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
MTA,INFO,B,A,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
DCA,INFO,A,B,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
MTA,INFO,B,B,3,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
MTA,INFO,B,A,3,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
DCA,INFO,A,A,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
MTA,INFO,B,A,3,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
DCA,INFO,B,B,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
DCA,INFO,B,B,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
MTA,INFO,A,A,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
MTA,INFO,B,B,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
DCM,INFO,A,A,3,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
MTA,INFO,B,A,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
DCA,INFO,A,B,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
MTA,INFO,A,A,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
MTA,INFO,A,B,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
MTA,INFO,B,B,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
DCA,INFO,A,B,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
IT,INFO,A,B,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
MTA,INFO,A,A,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,โควตาโรงเรียนมาตรฐาน,"น้อยกว่า 12,500 บาทต่อเดือน"
IT,INFO,A,B,3,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
DCA,INFO,B,B,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
MTA,INFO,B,A,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
MTA,INFO,B,B,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
MTA,INFO,A,A,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
MTA,INFO,B,B,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
MTA,INFO,A,A,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
MTA,INFO,A,B,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
IT,INFO,B,B,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
MTA,INFO,B,B,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
DCA,INFO,B,B,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
MTA,INFO,A,B,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
DCM,INFO,B,B,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
MTA,INFO,B,A,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
DCM,INFO,A,A,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
IT,INFO,A,B,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
MTA,INFO,A,A,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
DCA,INFO,B,B,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
MTA,INFO,B,A,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
DCM,INFO,A,A,3,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
DCM,INFO,A,A,3,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
MTA,INFO,A,A,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
DCA,INFO,A,A,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
IT,INFO,A,A,3,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
MTA,INFO,B,B,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,ไม่มีรายได้
MTA,INFO,B,B,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
DCA,INFO,B,B,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
DCA,INFO,B,B,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
MTA,INFO,A,A,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
MTA,INFO,A,A,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
IT,INFO,A,A,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
MTA,INFO,A,B,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
DCA,INFO,B,A,3,โรงเรียนทั่วไป,ภาคใต้,BDB,โครงการเด็กดีมีที่เรียน,"12,500-25,000 บาทต่อเดือน"
MTA,INFO,A,A,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
MTA,INFO,A,A,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,ไม่มีรายได้
MTA,INFO,B,A,3,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
DCA,INFO,B,A,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
DCM,INFO,A,B,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
DCA,INFO,A,A,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
DCA,INFO,C,B,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
DCM,INFO,B,A,3,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
MTA,INFO,B,B,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
IT,INFO,A,A,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
DCM,INFO,A,A,3,โรงเรียนทั่วไป,ภาคใต้,BDB,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"น้อยกว่า 12,500 บาทต่อเดือน"
MTA,INFO,B,B,3,โรงเรียนทั่วไป,ภาคใต้,BDB,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"12,500-25,000 บาทต่อเดือน"
IT,INFO,A,B,2,โรงเรียนทั่วไป,ภาคใต้,BDB,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"น้อยกว่า 12,500 บาทต่อเดือน"
DCA,INFO,A,B,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"มากกว่า 25,000 บาทต่อเดือน"
DCM,INFO,C,C,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"มากกว่า 25,000 บาทต่อเดือน"
DCA,INFO,C,C,3,โรงเรียนทั่วไป,ภาคใต้,BDB,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"12,500-25,000 บาทต่อเดือน"
DCA,INFO,B,C,2,โรงเรียนทั่วไป,ภาคใต้,BDB,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"12,500-25,000 บาทต่อเดือน"
IT,INFO,A,B,2,โรงเรียนทั่วไป,ภาคใต้,BDB,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"12,500-25,000 บาทต่อเดือน"
MTA,INFO,C,C,2,โรงเรียนทั่วไป,ภาคใต้,BDB,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"12,500-25,000 บาทต่อเดือน"
DCA,INFO,B,B,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"12,500-25,000 บาทต่อเดือน"
DCA,INFO,B,A,2,โรงเรียนทั่วไป,ภาคใต้,BDB,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"น้อยกว่า 12,500 บาทต่อเดือน"
DCM,INFO,B,C,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"มากกว่า 25,000 บาทต่อเดือน"
IT,INFO,A,B,2,โรงเรียนทั่วไป,ภาคใต้,BDB,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"น้อยกว่า 12,500 บาทต่อเดือน"
IT,INFO,B,C,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"น้อยกว่า 12,500 บาทต่อเดือน"
MTA,INFO,A,C,2,โรงเรียนทั่วไป,ภาคใต้,BDB,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"มากกว่า 25,000 บาทต่อเดือน"
IT,INFO,B,C,3,โรงเรียนทั่วไป,ภาคใต้,BDB,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"น้อยกว่า 12,500 บาทต่อเดือน"
DCM,INFO,A,C,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"12,500-25,000 บาทต่อเดือน"
DCA,INFO,C,C,3,โรงเรียนทั่วไป,ภาคใต้,BDB,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"น้อยกว่า 12,500 บาทต่อเดือน"
DCA,INFO,C,C,3,โรงเรียนทั่วไป,ภาคใต้,BDB,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"12,500-25,000 บาทต่อเดือน"
DCM,INFO,C,C,3,โรงเรียนทั่วไป,ภาคใต้,BDB,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"มากกว่า 25,000 บาทต่อเดือน"
DCA,INFO,B,C,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"12,500-25,000 บาทต่อเดือน"
DCA,INFO,C,B,3,โรงเรียนทั่วไป,ภาคใต้,BDB,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"น้อยกว่า 12,500 บาทต่อเดือน"
DCA,INFO,C,C,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"12,500-25,000 บาทต่อเดือน"
DCA,INFO,C,C,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงร่วมกัน,"มากกว่า 25,000 บาทต่อเดือน"
DCA,INFO,C,C,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,รับตรงร่วมกัน,"น้อยกว่า 12,500 บาทต่อเดือน"
IT,INFO,A,A,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงร่วมกัน,"มากกว่า 25,000 บาทต่อเดือน"
MTA,INFO,B,C,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,รับตรงร่วมกัน,"น้อยกว่า 12,500 บาทต่อเดือน"
MTA,INFO,C,C,3,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงร่วมกัน,"น้อยกว่า 12,500 บาทต่อเดือน"
DCA,INFO,B,B,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,รับตรงร่วมกัน,"น้อยกว่า 12,500 บาทต่อเดือน"
MTA,INFO,B,B,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงร่วมกัน,"12,500-25,000 บาทต่อเดือน"
DCA,INFO,C,C,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,รับตรงร่วมกัน,"มากกว่า 25,000 บาทต่อเดือน"
MTA,INFO,B,C,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงร่วมกัน,"12,500-25,000 บาทต่อเดือน"
MTA,INFO,C,C,3,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงร่วมกัน,"น้อยกว่า 12,500 บาทต่อเดือน"
MTA,INFO,B,C,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงร่วมกัน,"น้อยกว่า 12,500 บาทต่อเดือน"
IT,INFO,A,B,3,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงร่วมกัน,"12,500-25,000 บาทต่อเดือน"
DCM,INFO,A,A,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,รับตรงร่วมกัน,"12,500-25,000 บาทต่อเดือน"
DCA,INFO,A,C,3,โรงเรียนมีชื่อเสียง,ภาคตะวันตก,BDB,รับตรงร่วมกัน,"น้อยกว่า 12,500 บาทต่อเดือน"
DCA,INFO,A,B,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงร่วมกัน,ไม่มีรายได้
IT,INFO,B,C,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงร่วมกัน,"น้อยกว่า 12,500 บาทต่อเดือน"
DCM,INFO,A,C,3,โรงเรียนมีชื่อเสียง,ภาคกลาง,BDB,รับตรงร่วมกัน,"มากกว่า 25,000 บาทต่อเดือน"
DCM,INFO,B,C,3,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงร่วมกัน,"น้อยกว่า 12,500 บาทต่อเดือน"
MTA,INFO,B,B,2,โรงเรียนมีชื่อเสียง,ภาคเหนือ,BDB,รับตรงร่วมกัน,"มากกว่า 25,000 บาทต่อเดือน"
DCA,INFO,B,A,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,รับตรงร่วมกัน,"มากกว่า 25,000 บาทต่อเดือน"
MTA,INFO,B,A,2,โรงเรียนทั่วไป,ภาคเหนือ,BDB,รับตรงร่วมกัน,"12,500-25,000 บาทต่อเดือน"
DCA,INFO,B,B,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,รับตรงร่วมกัน,"12,500-25,000 บาทต่อเดือน"
MTA,INFO,C,C,3,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงร่วมกัน,"น้อยกว่า 12,500 บาทต่อเดือน"
MTA,INFO,A,C,2,โรงเรียนมีชื่อเสียง,กรุงเทพฯและปริมณฑล,BDB,รับตรงร่วมกัน,"น้อยกว่า 12,500 บาทต่อเดือน"
DCM,INFO,A,A,3,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงร่วมกัน,"12,500-25,000 บาทต่อเดือน"
DCA,INFO,A,B,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,Admission,"มากกว่า 25,000 บาทต่อเดือน"
DCA,INFO,A,B,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,Admission,"น้อยกว่า 12,500 บาทต่อเดือน"
DCA,INFO,A,B,2,โรงเรียนทั่วไป,ภาคใต้,BDB,Admission,"น้อยกว่า 12,500 บาทต่อเดือน"
DCM,INFO,C,C,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,Admission,"มากกว่า 25,000 บาทต่อเดือน"
DCA,INFO,B,B,2,โรงเรียนทั่วไป,ภาคใต้,BDB,Admission,"น้อยกว่า 12,500 บาทต่อเดือน"
DCM,INFO,B,C,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDB,รับตรงอิสระ,"มากกว่า 25,000 บาทต่อเดือน"
DCA,INFO,B,B,2,โรงเรียนทั่วไป,ภาคใต้,BDB,Admission,"น้อยกว่า 12,500 บาทต่อเดือน"
MTA,INFO,A,A,3,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงอิสระ,"12,500-25,000 บาทต่อเดือน"
DCM,INFO,B,A,3,โรงเรียนทั่วไป,ภาคตะวันตก,BDB,Admission,"12,500-25,000 บาทต่อเดือน"
