BRANCH,F_NAME,GPA,ENTRY-GPA,SEMESTER,S_TYPE,R_NAME,OUTLAY,ENTRYNAME,CHOICENAME
DCM,INFO,B,C,3,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงอิสระ,"มากกว่า 25,000 บาทต่อเดือน"
DCM,INFO,C,B,3,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงอิสระ,"น้อยกว่า 12,500 บาทต่อเดือน"
DCA,INFO,C,B,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงอิสระ,"มากกว่า 25,000 บาทต่อเดือน"
DCA,INFO,B,B,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงอิสระ,"มากกว่า 25,000 บาทต่อเดือน"
DCA,INFO,A,A,2,โรงเรียนทั่วไป,ภาคใต้,BDB,รับตรงอิสระ,"น้อยกว่า 12,500 บาทต่อเดือน"
IT,INFO,A,A,2,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
MTA,INFO,A,A,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
IT,INFO,A,A,2,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
IT,INFO,A,B,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
MTA,INFO,A,A,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
DCM,INFO,A,C,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"12,500-25,000 บาทต่อเดือน"
DCA,INFO,A,A,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,รับตรงร่วมกัน,"มากกว่า 25,000 บาทต่อเดือน"
IT,INFO,A,B,2,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
DCM,INFO,A,A,3,โรงเรียนทั่วไป,ภาคใต้,BDC,โควตานักกีฬา,"น้อยกว่า 12,500 บาทต่อเดือน"
DCA,INFO,A,A,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
IT,INFO,A,A,2,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
DCM,INFO,A,B,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
DCM,INFO,C,C,3,โรงเรียนทั่วไป,ภาคใต้,BDC,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"12,500-25,000 บาทต่อเดือน"
MTA,INFO,A,A,1,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงร่วมกัน,"น้อยกว่า 12,500 บาทต่อเดือน"
IT,INFO,A,A,2,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
MTA,INFO,B,B,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
IT,INFO,A,B,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
DCA,INFO,B,B,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
DCA,INFO,B,B,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
MTA,INFO,A,B,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"มากกว่า 25,000 บาทต่อเดือน"
DCM,INFO,A,A,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
MTA,INFO,A,A,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงร่วมกัน,"น้อยกว่า 12,500 บาทต่อเดือน"
DCA,INFO,B,A,3,โรงเรียนทั่วไป,ภาคเหนือ,BDC,รับตรงร่วมกัน,"มากกว่า 25,000 บาทต่อเดือน"
MTA,INFO,B,A,3,โรงเรียนทั่วไป,ภาคใต้,BDC,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"น้อยกว่า 12,500 บาทต่อเดือน"
DCM,INFO,A,C,3,โรงเรียนทั่วไป,ภาคใต้,BDC,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"มากกว่า 25,000 บาทต่อเดือน"
DCM,INFO,A,B,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
IT,INFO,A,B,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
MTA,INFO,B,B,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"มากกว่า 25,000 บาทต่อเดือน"
DCA,INFO,A,A,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
MTA,INFO,B,B,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"น้อยกว่า 12,500 บาทต่อเดือน"
DCM,INFO,A,B,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
DCA,INFO,B,B,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
IT,INFO,A,A,2,โรงเรียนทั่วไป,ภาคใต้,BDC,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"12,500-25,000 บาทต่อเดือน"
MTA,INFO,B,A,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
IT,INFO,A,A,2,โรงเรียนทั่วไป,ภาคใต้,BDC,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"น้อยกว่า 12,500 บาทต่อเดือน"
DCA,INFO,A,A,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
MTA,INFO,B,B,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
MTA,INFO,B,B,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
DCA,INFO,A,B,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,โควตาโรงเรียนมาตรฐาน,"มากกว่า 25,000 บาทต่อเดือน"
DCA,INFO,A,B,3,โรงเรียนทั่วไป,กรุงเทพฯและปริมณฑล,BDC,รับตรงร่วมกัน,"12,500-25,000 บาทต่อเดือน"
IT,INFO,A,A,2,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
IT,INFO,A,A,2,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงร่วมกัน,"น้อยกว่า 12,500 บาทต่อเดือน"
IT,INFO,A,B,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
DCA,INFO,A,B,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
MTA,INFO,A,B,1,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
DCA,INFO,B,B,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
DCA,INFO,A,B,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
IT,INFO,B,A,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
MTA,INFO,A,A,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
DCA,INFO,B,B,3,โรงเรียนทั่วไป,ภาคใต้,BDC,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"มากกว่า 25,000 บาทต่อเดือน"
MTA,INFO,B,A,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
IT,INFO,A,A,2,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
IT,INFO,A,A,2,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
IT,INFO,A,A,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
DCA,INFO,A,B,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
IT,INFO,A,B,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
IT,INFO,A,B,2,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
DCA,INFO,B,B,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
IT,INFO,A,A,2,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
MTA,INFO,B,B,3,โรงเรียนทั่วไป,ภาคใต้,BDC,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"น้อยกว่า 12,500 บาทต่อเดือน"
DCA,INFO,A,B,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
DCM,INFO,A,A,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
DCM,INFO,A,A,3,โรงเรียนทั่วไป,ภาคใต้,BDC,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"น้อยกว่า 12,500 บาทต่อเดือน"
DCA,INFO,B,B,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
DCA,INFO,A,B,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"มากกว่า 25,000 บาทต่อเดือน"
IT,INFO,A,B,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"มากกว่า 25,000 บาทต่อเดือน"
MTA,INFO,B,B,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
MTA,INFO,B,B,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
MTA,INFO,B,B,1,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"มากกว่า 25,000 บาทต่อเดือน"
DCA,INFO,B,B,3,โรงเรียนทั่วไป,ภาคใต้,BDC,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"มากกว่า 25,000 บาทต่อเดือน"
IT,INFO,B,B,2,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
DCA,INFO,B,B,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
MTA,INFO,B,B,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
IT,INFO,A,B,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
IT,INFO,A,A,2,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
DCM,INFO,A,B,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
MTA,INFO,A,A,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
IT,INFO,B,C,2,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงร่วมกัน,"น้อยกว่า 12,500 บาทต่อเดือน"
IT,INFO,A,A,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
DCM,INFO,A,A,3,โรงเรียนทั่วไป,ภาคตะวันออกเฉียงเหนือ,BDC,โควตาผู้มีความสามารถทางด้านวิทยาศาสตร์,"น้อยกว่า 12,500 บาทต่อเดือน"
DCM,INFO,A,A,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
DCA,INFO,B,B,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
MTA,INFO,A,A,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
IT,INFO,A,B,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"มากกว่า 25,000 บาทต่อเดือน"
DCA,INFO,B,B,3,โรงเรียนทั่วไป,ภาคใต้,BDC,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"น้อยกว่า 12,500 บาทต่อเดือน"
IT,INFO,A,B,2,โรงเรียนทั่วไป,ภาคใต้,BDC,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,ไม่มีรายได้
MTA,INFO,B,B,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"มากกว่า 25,000 บาทต่อเดือน"
MTA,INFO,A,B,3,โรงเรียนทั่วไป,ภาคใต้,BDC,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"น้อยกว่า 12,500 บาทต่อเดือน"
MTA,INFO,A,B,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
DCA,INFO,A,B,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
IT,INFO,A,B,2,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
DCM,INFO,A,A,3,โรงเรียนทั่วไป,ภาคใต้,BDC,โควตา 14 จังหวัดภาคใต้และประจวบคีรีขันธ์,"น้อยกว่า 12,500 บาทต่อเดือน"
DCA,INFO,B,A,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
MTA,INFO,B,B,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
MTA,INFO,A,A,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
DCM,INFO,A,B,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
DCM,INFO,A,A,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
IT,INFO,A,A,2,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"น้อยกว่า 12,500 บาทต่อเดือน"
IT,INFO,A,A,2,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
MTA,INFO,A,B,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"12,500-25,000 บาทต่อเดือน"
IT,INFO,A,A,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงทั่วประเทศด้วย Portfolio,"มากกว่า 25,000 บาทต่อเดือน"
IT,INFO,A,A,3,โรงเรียนทั่วไป,ภาคใต้,BDC,โครงการเด็กดีมีที่เรียน,"น้อยกว่า 12,500 บาทต่อเดือน"
MTA,INFO,A,A,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,รับตรงร่วมกัน,"น้อยกว่า 12,500 บาทต่อเดือน"
DCA,INFO,B,C,1,โรงเรียนทั่วไป,กรุงเทพฯและปริมณฑล,BDC,รับตรงร่วมกัน,"มากกว่า 25,000 บาทต่อเดือน"
DCA,INFO,A,B,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,รับตรงร่วมกัน,"มากกว่า 25,000 บาทต่อเดือน"
DCM,INFO,A,B,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงร่วมกัน,"น้อยกว่า 12,500 บาทต่อเดือน"
DCA,INFO,A,B,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงร่วมกัน,"12,500-25,000 บาทต่อเดือน"
DCA,INFO,A,B,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,Admission,"มากกว่า 25,000 บาทต่อเดือน"
DCA,INFO,A,A,3,โรงเรียนทั่วไป,ภาคใต้,BDC,Admission,"น้อยกว่า 12,500 บาทต่อเดือน"
DCA,INFO,A,A,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,Admission,"น้อยกว่า 12,500 บาทต่อเดือน"
DCA,INFO,B,C,3,โรงเรียนทั่วไป,ภาคใต้,BDC,Admission,"มากกว่า 25,000 บาทต่อเดือน"
DCA,INFO,B,C,3,โรงเรียนทั่วไป,ภาคใต้,BDC,Admission,"12,500-25,000 บาทต่อเดือน"
DCA,INFO,A,A,3,โรงเรียนมีชื่อเสียง,ภาคใต้,BDC,Admission,"น้อยกว่า 12,500 บาทต่อเดือน"
DCM,INFO,B,C,3,โรงเรียนมีชื่อเสียง,กรุงเทพฯและปริมณฑล,BDC,Admission,"มากกว่า 25,000 บาทต่อเดือน"
IT,INFO,A,B,2,โรงเรียนทั่วไป,ภาคใต้,BDC,Admission,"12,500-25,000 บาทต่อเดือน"
DCA,INFO,B,B,3,โรงเรียนทั่วไป,ภาคตะวันตก,BDC,Admission,"น้อยกว่า 12,500 บาทต่อเดือน"
DCA,INFO,A,A,3,โรงเรียนทั่วไป,ภาคใต้,BDC,Admission,"12,500-25,000 บาทต่อเดือน"
DCM,INFO,A,B,3,โรงเรียนทั่วไป,ภาคใต้,BDC,Admission,"12,500-25,000 บาทต่อเดือน"
IT,INFO,B,C,2,โรงเรียนทั่วไป,ภาคใต้,BDC,Admission,"น้อยกว่า 12,500 บาทต่อเดือน"
DCM,INFO,A,B,3,โรงเรียนทั่วไป,ภาคใต้,BDC,Admission,"12,500-25,000 บาทต่อเดือน"
DCM,INFO,A,B,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงอิสระ,"12,500-25,000 บาทต่อเดือน"
DCA,INFO,B,A,3,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงอิสระ,"น้อยกว่า 12,500 บาทต่อเดือน"
DCM,INFO,A,A,1,โรงเรียนทั่วไป,ภาคใต้,BDC,รับตรงอิสระ,"น้อยกว่า 12,500 บาทต่อเดือน"
